Tipo de documento,Numero,Estado,Fecha,Titulo,ID PDF,Archivo,sha256,id_archivo,id_documento,URL,Seccion,Codigo,Nro,Anio,Organismo,Fecha acto
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 518 / 2025,Autorizado,30/12/2025,PROGRAMA DE LA ACTIVIDAD ACADEMICA (10904) QUIMICA ANALITICA I VIGENCIA 2025-2026 PARA LA CARRERA INGENIERIA EN ALIMENTOS,11,DISPCD-CB_518_2025.pdf,,96a218a5-e36c-4c9a-92fe-35da30665aee,46658182-3db7-4ceb-9a39-ef341fdcc748,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/96a218a5-e36c-4c9a-92fe-35da30665aee?id_archivo=96a218a5-e36c-4c9a-92fe-35da30665aee&id_documento=46658182-3db7-4ceb-9a39-ef341fdcc748,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,518,2025,UNLu,29/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 517 / 2025,Autorizado,30/12/2025,PROGRAMA (11301) FUNDAMENTOS FISICOS DE LA TELEDETECCION VIGENCIA 2024-2025 PARA LA CARRERA  ESPECIALIZACION EN TELEDETECCION Y SISTEMAS DE INFORMACION GEOGRAFICA APLICADOS AL ESTUDIO DEL MEDIO AMBIENTE,12,DISPCD-CB_517_2025.pdf,,3e52d049-84dc-43dd-b21c-c208fb200b8a,bc21bba1-d76e-4382-95f8-dc0a6bcaacf7,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/3e52d049-84dc-43dd-b21c-c208fb200b8a?id_archivo=3e52d049-84dc-43dd-b21c-c208fb200b8a&id_documento=bc21bba1-d76e-4382-95f8-dc0a6bcaacf7,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,517,2025,UNLu,29/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 516 / 2025,Autorizado,30/12/2025,PROGRAMA (11056) SISTEMAS DE INFORMACION I VIGENCIA 2026-2027 PARA LA CARRERA LICENCIATURA EN SISTEMAS DE INFORMACION,13,DISPCD-CB_516_2025.pdf,,97d730b0-83e0-46c3-92d7-2d534a6b6ddf,809fc7d5-ff38-4aa8-8fd1-3009d0300c51,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/97d730b0-83e0-46c3-92d7-2d534a6b6ddf?id_archivo=97d730b0-83e0-46c3-92d7-2d534a6b6ddf&id_documento=809fc7d5-ff38-4aa8-8fd1-3009d0300c51,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,516,2025,UNLu,29/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 515 / 2025,Autorizado,30/12/2025,PROGRAMA (10123) TELEDETECCION  APLICADA  AL CONTROL AMBIENTAL VIGENCIA 2026 PARA LA CARRERA LICENCIATURA EN INFORMACION AMBIENTAL,14,DISPCD-CB_515_2025.pdf,,30d81165-dd38-4cc3-b713-ce2c97f7b266,19fd6b76-ff05-4031-94e0-1a71e061f3b9,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/30d81165-dd38-4cc3-b713-ce2c97f7b266?id_archivo=30d81165-dd38-4cc3-b713-ce2c97f7b266&id_documento=19fd6b76-ff05-4031-94e0-1a71e061f3b9,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,515,2025,UNLu,29/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 514 / 2025,Autorizado,30/12/2025,PROGRAMA (11417) TEORIA DE LA COMPUTACION II VIGENCIA 2026-2027 PARA LA CARRERA LICENCIATURA EN SISTEMAS DE INFORMACION,15,DISPCD-CB_514_2025.pdf,,d49bca1f-b7ee-4b2b-90dd-068f576194d0,7e6f191d-a1d7-4223-9fd4-a738ebaec427,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/d49bca1f-b7ee-4b2b-90dd-068f576194d0?id_archivo=d49bca1f-b7ee-4b2b-90dd-068f576194d0&id_documento=7e6f191d-a1d7-4223-9fd4-a738ebaec427,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,514,2025,UNLu,29/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 513 / 2025,Autorizado,30/12/2025,PROGRAMA (12017) QUIMICA DE LOS COMPUESTOS BIOLOGICOS VIGENCIA 2025-2026 PARA LA CARRERA TECNICATURA UNIVERSITARIA EN INSPECCION DE ALIMENTOS,16,DISPCD-CB_513_2025.pdf,,18dd13d1-c4c6-48a9-b152-e42af6e81e8a,a82ff1e5-3a94-4ada-b803-ec45c8cb6dee,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/18dd13d1-c4c6-48a9-b152-e42af6e81e8a?id_archivo=18dd13d1-c4c6-48a9-b152-e42af6e81e8a&id_documento=a82ff1e5-3a94-4ada-b803-ec45c8cb6dee,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,513,2025,UNLu,29/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 512 / 2025,Autorizado,30/12/2025,PROGRAMA (11412) TEORIA DE LA COMPUTACION I VIGENCIA 2026-2027 PARA LA CARRERA LICENCIATURA EN SISTEMAS DE INFORMACION,17,DISPCD-CB_512_2025.pdf,,0c80b244-3ce6-48ef-bbdf-8a9c10a47116,32ddce66-4de2-4c35-baba-7f73c0bc088c,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/0c80b244-3ce6-48ef-bbdf-8a9c10a47116?id_archivo=0c80b244-3ce6-48ef-bbdf-8a9c10a47116&id_documento=32ddce66-4de2-4c35-baba-7f73c0bc088c,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,512,2025,UNLu,29/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 511 / 2025,Autorizado,23/12/2025,PROGRAMA (11083) ESTADISTICA Y PROBABILIDAD VIGENCIA 2022-2023 PARA LA CARRERA LICENCIATURA EN SISTEMAS DE INFORMACION,18,DISPCD-CB_511_2025.pdf,,4dc4bd6e-6813-434e-9050-d2336b485e22,7894f935-1e96-4be1-80f5-e7dedf6e9b70,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/4dc4bd6e-6813-434e-9050-d2336b485e22?id_archivo=4dc4bd6e-6813-434e-9050-d2336b485e22&id_documento=7894f935-1e96-4be1-80f5-e7dedf6e9b70,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,511,2025,UNLu,19/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 510 / 2025,Autorizado,23/12/2025,PROGRAMA (11258) SISTEMAS DE INFORMACION II VIGENCIA 2026-2027 PARA LA CARRERA LICENCIATURA EN SISTEMAS DE INFORMACION,19,DISPCD-CB_510_2025.pdf,,c94c2965-7f6c-4406-9512-066515df74cc,03c2a97d-33a1-411f-9ccb-f78866c46441,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/c94c2965-7f6c-4406-9512-066515df74cc?id_archivo=c94c2965-7f6c-4406-9512-066515df74cc&id_documento=03c2a97d-33a1-411f-9ccb-f78866c46441,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,510,2025,UNLu,19/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 509 / 2025,Autorizado,23/12/2025,PROGRAMA (11083) ESTADISTICA Y PROBABILIDAD VIGENCIA 2020-2021 PARA LA CARRERA LICENCIATURA EN SISTEMAS DE INFORMACION,20,DISPCD-CB_509_2025.pdf,,b8c34242-c88d-4df3-92ef-6d71bc2de130,547ae592-4e71-4252-913f-74fbb9f8ed66,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/b8c34242-c88d-4df3-92ef-6d71bc2de130?id_archivo=b8c34242-c88d-4df3-92ef-6d71bc2de130&id_documento=547ae592-4e71-4252-913f-74fbb9f8ed66,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,509,2025,UNLu,19/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 508 / 2025,Autorizado,23/12/2025,PROPUESTA PARA DESIGNAR PROFESOR EXTRAORDINARIO VISITANTE A DANIEL MATIAS KOSAK EN EL DICTADO DE CURSO DE LA CARRERA DE POSGRADO ESPECIALIZACION EN CALIDAD ECOLOGICA Y RESTAURACION DE SISTEMAS FLUVIALES,21,DISPCD-CB_508_2025.pdf,,83f5e79f-287b-45ea-9b20-99d5b451ee2c,4bba0e94-c1a5-4a07-924b-a6cf688aa23d,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/83f5e79f-287b-45ea-9b20-99d5b451ee2c?id_archivo=83f5e79f-287b-45ea-9b20-99d5b451ee2c&id_documento=4bba0e94-c1a5-4a07-924b-a6cf688aa23d,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,508,2025,UNLu,19/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 507 / 2025,Autorizado,23/12/2025,PROPUESTA PARA DESIGNAR PROFESOR EXTRAORDINARIO VISITANTE A GABRIEL OMAR BASILICO EN EL DICTADO DE CURSO DE LA CARRERA DE POSGRADO ESPECIALIZACION EN CALIDAD ECOLOGICA Y RESTAURACION DE SISTEMAS FLUVIALES,22,DISPCD-CB_507_2025.pdf,,18de17ad-dec2-4421-ace7-58ac8514bdfb,4faf39bd-0489-4673-956e-14e1713c59f9,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/18de17ad-dec2-4421-ace7-58ac8514bdfb?id_archivo=18de17ad-dec2-4421-ace7-58ac8514bdfb&id_documento=4faf39bd-0489-4673-956e-14e1713c59f9,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,507,2025,UNLu,19/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 506 / 2025,Autorizado,23/12/2025,TALLER EXTRACURRICULAR: TALLER DE ECOLOGIA PARA INGRESANTES A INGENIERIA AGRONOMICA 2026 Y 2027,23,DISPCD-CB_506_2025.pdf,,f0d605ce-024a-4f2f-8f0a-e266a1c4aae2,a108642d-c981-4dd0-8691-df4723a46561,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/f0d605ce-024a-4f2f-8f0a-e266a1c4aae2?id_archivo=f0d605ce-024a-4f2f-8f0a-e266a1c4aae2&id_documento=a108642d-c981-4dd0-8691-df4723a46561,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,506,2025,UNLu,19/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 505 / 2025,Autorizado,23/12/2025,CURSO DE POSGRADO: LA PERSPECTIVA DE GENERO Y DIVERSIDAD DE LA UNIVERSIDAD - DIRECCION ACADEMICA REAL ARIEL HERNAN,24,DISPCD-CB_505_2025.pdf,,8329c8d5-5dd3-46ac-b068-58cf137e39b9,08063794-e465-460e-b782-fe34d40d7d01,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/8329c8d5-5dd3-46ac-b068-58cf137e39b9?id_archivo=8329c8d5-5dd3-46ac-b068-58cf137e39b9&id_documento=08063794-e465-460e-b782-fe34d40d7d01,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,505,2025,UNLu,19/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 504 / 2025,Autorizado,23/12/2025,"CURSO EXTRACURRICULAR: ANATOMIA Y FISIOLOGIA COMPARADA EN BOVINOS, AVES Y CERDOS",25,DISPCD-CB_504_2025.pdf,,65b83923-7e8a-42ec-bb40-f8cba646ac10,cee6ab5b-1e2c-47c7-a5f0-aa00ee7ee922,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/65b83923-7e8a-42ec-bb40-f8cba646ac10?id_archivo=65b83923-7e8a-42ec-bb40-f8cba646ac10&id_documento=cee6ab5b-1e2c-47c7-a5f0-aa00ee7ee922,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,504,2025,UNLu,19/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 503 / 2025,Autorizado,19/12/2025,MAURO YARTE - APROBACION ACTA DICTAMEN COMISION EVALUADORA -PROMOCION,26,DISPCD-CB_503_2025.pdf,,36863a76-6e18-43c3-b89f-76f8359a06bd,60591f41-f85c-46c8-a067-0b200bb4fad2,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/36863a76-6e18-43c3-b89f-76f8359a06bd?id_archivo=36863a76-6e18-43c3-b89f-76f8359a06bd&id_documento=60591f41-f85c-46c8-a067-0b200bb4fad2,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,503,2025,UNLu,17/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 502 / 2025,Autorizado,19/12/2025,DICTAMEN DE JURADO PARA CUBRIR UN CARGO ORDINARIO AYUDANTE DE PRIMERA SIMPLE - DIVISION ESTADISTICA - ORDEN DE MERITO RODRIGUEZ ROSA VIRGINIA - CHESINI FRANCISCO,27,DISPCD-CB_502_2025.pdf,,d6e3a869-20a8-4dac-8345-8bcc0cc1ebbc,1196ebb9-ad51-4e35-a166-7b97c1c1e14b,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/d6e3a869-20a8-4dac-8345-8bcc0cc1ebbc?id_archivo=d6e3a869-20a8-4dac-8345-8bcc0cc1ebbc&id_documento=1196ebb9-ad51-4e35-a166-7b97c1c1e14b,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,502,2025,UNLu,17/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 501 / 2025,Autorizado,19/12/2025,GRZESKOW DIEGO EDUARDO - COMISION EVALUADORA EN EL MARCO DE CARRERA DOCENTE - DIVISION BIOLOGIA - PROMOCION,28,DISPCD-CB_501_2025.pdf,,f4d5db04-7f5f-4c5e-ae9b-da518c35f8f7,b716874e-e124-4fa6-99ee-6a0ae7e058a4,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/f4d5db04-7f5f-4c5e-ae9b-da518c35f8f7?id_archivo=f4d5db04-7f5f-4c5e-ae9b-da518c35f8f7&id_documento=b716874e-e124-4fa6-99ee-6a0ae7e058a4,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,501,2025,UNLu,17/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 500 / 2025,Autorizado,19/12/2025,LLARIN VICTOR DARIO - REEMPLAZAR EN EL ANEXO I  DE LA DISPCD-CB: 368/2025 EL JURADO ACADEMICO,29,DISPCD-CB_500_2025.pdf,,9f33ec7f-a379-43bf-808b-421a55c0a596,2dbfb38f-5d64-4791-a54f-525896fc619e,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/9f33ec7f-a379-43bf-808b-421a55c0a596?id_archivo=9f33ec7f-a379-43bf-808b-421a55c0a596&id_documento=2dbfb38f-5d64-4791-a54f-525896fc619e,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,500,2025,UNLu,17/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 499 / 2025,Autorizado,19/12/2025,"DICTAMEN DE JURADO PARA CUBRIR CINCO CARGOS AYUDANTES DE SEGUNDA AD HONOREM - BIOLOGIA DE PROTISTAS, HONGOS Y BRIOFITAS",30,DISPCD-CB_499_2025.pdf,,056389a6-47b8-40c7-ad50-f8ba8b48b824,279c0e1a-f4a3-4885-8be0-70fdb15411ee,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/056389a6-47b8-40c7-ad50-f8ba8b48b824?id_archivo=056389a6-47b8-40c7-ad50-f8ba8b48b824&id_documento=279c0e1a-f4a3-4885-8be0-70fdb15411ee,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,499,2025,UNLu,17/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 498 / 2025,Autorizado,17/12/2025,MASTRANGELO MARTINA - COMISION EVALUADORA EN EL MARCO DE CARRERA DOCENTE - DIVISION QUIMICA - PROMOCION,31,DISPCD-CB_498_2025.pdf,,28255807-8fdd-44da-9da7-51b688b58c90,4684f0e9-cf29-4f6b-93f8-9412e91b2a4b,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/28255807-8fdd-44da-9da7-51b688b58c90?id_archivo=28255807-8fdd-44da-9da7-51b688b58c90&id_documento=4684f0e9-cf29-4f6b-93f8-9412e91b2a4b,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,498,2025,UNLu,16/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 497 / 2025,Autorizado,17/12/2025,"MARTINEZ ALEJANDRA MERCEDES - COMISION EVALUADORA EN EL MARCO DE CARRERA DOCENTE, DIVISION MATEMATICA - PROMOCION",32,DISPCD-CB_497_2025.pdf,,9bbd0470-687f-47f6-8d6f-6be9218bd1d9,9c63ec38-e460-4019-9378-5448ec0a59e1,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/9bbd0470-687f-47f6-8d6f-6be9218bd1d9?id_archivo=9bbd0470-687f-47f6-8d6f-6be9218bd1d9&id_documento=9c63ec38-e460-4019-9378-5448ec0a59e1,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,497,2025,UNLu,16/12/2025
DISPOSICIÓN CONSEJO DIRECTIVO DEPARTAMENTAL DE CIENCIAS BÁSICAS,DISPCD-CB : 496 / 2025,Autorizado,17/12/2025,"LORENZON MARIA MERCEDES - INGRESO A CARRERA DOCENTE - JEFE DE TRABAJOS PRACTICOS SIMPLE, DIVISION MATEMATICA, AREA MATEMATICA EN LAS CIENCIAS ECONOMICAS",33,DISPCD-CB_496_2025.pdf,,71281ba7-3b61-45bc-ba0d-dd153e0d7789,6500faae-328e-4f7a-99c0-fc620ed64ef3,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/71281ba7-3b61-45bc-ba0d-dd153e0d7789?id_archivo=71281ba7-3b61-45bc-ba0d-dd153e0d7789&id_documento=6500faae-328e-4f7a-99c0-fc620ed64ef3,DEPARTAMENTO DE CIENCIAS BÁSICAS,DISPCD-CB,496,2025,UNLu,16/12/2025
